Rank	Pos	size	score	Enrichment	pvalue	MutNumber	Tumor
15327	chr19:408419-409167	748	534	13.56974	53.48427	0	DHL
15328	chr1:148457620-148458244	624	534	14.17814	53.46737	0	DHL
15329	chr1:149102429-149103001	572	534	14.17814	53.46737	0	DHL
1533	chr2:130340239-130348670	8431	1000	56.50427	713.89404	0	DHL
15330	chr17:19110932-19112008	1076	534	14.17814	53.46737	0	DHL
15331	chr4:3293388-3293859	471	534	14.17814	53.46737	0	DHL
15332	chr7:143836473-143836736	263	534	14.17814	53.46737	0	DHL
15333	chr11:829311-830916	1605	534	9.16285	53.40839	0	DHL
15334	chr12:101743904-101745581	1677	534	9.16285	53.40839	0	DHL
15335	chr15:85705921-85708226	2305	534	9.16285	53.40839	0	DHL
15336	chr2:199186172-199189487	3315	534	9.16285	53.40839	0	DHL
15337	chr8:17001051-17002188	1137	534	9.16285	53.40839	0	DHL
15338	chr8:64694787-64695754	967	533	9.60041	53.36799	0	DHL
15339	chr8:122847312-122848411	1099	533	8.25968	53.36286	0	DHL
1534	chr20:62181813-62184750	2937	1000	66.30784	713.82806	0	DHL
15340	chr8:123065803-123066278	475	533	7.09939	53.35020	0	DHL
15341	chr1:154870441-154870903	462	533	8.73939	53.33695	0	DHL
15342	chr18:3602472-3603849	1377	533	13.80568	53.32710	0	DHL
15343	chr17:49259832-49260975	1143	532	11.64980	53.24124	0	DHL
15344	chr8:140098569-140099215	646	532	11.64980	53.24124	0	DHL
15345	chr20:53623085-53624372	1287	532	7.90585	53.23265	0	DHL
15346	chr12:130818410-130819130	720	532	10.23056	53.22818	0	DHL
15347	chr17:7214468-7215115	647	531	8.45309	53.17346	0	DHL
15348	chr2:12032751-12034385	1634	531	8.45309	53.17346	1	DHL
15349	chr22:45553779-45554569	790	531	8.45309	53.17346	0	DHL
1535	chr19:52922144-52924016	1872	1000	73.23545	713.81976	0	DHL
15350	chr19:42401190-42402266	1076	531	9.54420	53.15505	0	DHL
15351	chr4:67574492-67576369	1877	531	9.54420	53.15505	0	DHL
15352	chr1:16685499-16686247	748	531	11.17151	53.12644	0	DHL
15353	chr19:2457025-2457509	484	531	11.17151	53.12644	0	DHL
15354	chr22:22720254-22721650	1396	531	11.17151	53.12644	0	DHL
15355	chr3:66393044-66394395	1351	531	11.17151	53.12644	0	DHL
15356	chr6:52995751-52996785	1034	531	11.17151	53.12644	0	DHL
15357	chrX:120485347-120486421	1074	531	11.17151	53.12644	0	DHL
15358	chr1:116167856-116168563	707	530	12.57192	53.08082	0	DHL
15359	chr18:10560105-10560703	598	530	8.42640	53.05272	0	DHL
1536	chr8:66427984-66433116	5132	1000	38.16185	713.69635	0	DHL
15360	chr17:77469814-77478095	8281	530	9.99205	53.00423	0	DHL
15361	chr2:96866606-96867731	1125	530	9.99205	53.00423	0	DHL
15362	chr20:47359795-47361156	1361	530	9.99205	53.00423	0	DHL
15363	chr1:116666789-116667837	1048	529	10.52545	52.98239	0	DHL
15364	chr14:47934669-47935613	944	529	10.52545	52.98239	0	DHL
15365	chr17:68221353-68223480	2127	529	10.52545	52.98239	0	DHL
15366	chr1:156291012-156291877	865	529	9.65558	52.98174	0	DHL
15367	chr3:72887540-72888146	606	529	12.78590	52.94349	0	DHL
15368	chrX:15782028-15782793	765	529	12.78590	52.94349	0	DHL
15369	chr8:134456950-134458061	1111	529	8.28302	52.93564	0	DHL
1537	chr9:37119766-37126215	6449	1000	59.26239	713.69366	0	DHL
15370	chr7:6589290-6589897	607	529	10.69463	52.90631	0	DHL
15371	chr4:148216265-148217667	1402	528	9.96165	52.89608	0	DHL
15372	chr6:37136253-37138088	1835	528	9.96165	52.89608	0	DHL
15373	chr14:105558779-105559828	1049	528	13.62154	52.88876	2	DHL
15374	chr3:196639667-196640360	693	528	7.63690	52.88432	0	DHL
15375	chr8:101136732-101138148	1416	528	7.63690	52.88432	0	DHL
15376	chr22:37818356-37819335	979	528	10.30551	52.86753	0	DHL
15377	chr3:112332827-112333625	798	528	12.75006	52.85097	0	DHL
15378	chr8:133498307-133501195	2888	527	6.69853	52.76686	0	DHL
15379	chr14:106790625-106791909	1284	527	8.73268	52.75148	0	DHL
1538	chr6:46127671-46131107	3436	1000	54.39642	713.61871	0	DHL
15380	chr17:44210607-44211696	1089	527	8.73268	52.75148	0	DHL
15381	chr18:79496287-79497968	1681	527	8.73268	52.75148	0	DHL
15382	chr2:84938798-84940330	1532	527	8.73268	52.75148	0	DHL
15383	chr7:92812731-92814539	1808	527	5.74267	52.74088	0	DHL
15384	chr5:135052670-135053448	778	527	9.43075	52.72234	0	DHL
15385	chr22:41976268-41976787	519	527	13.85386	52.71457	0	DHL
15386	chrX:19804-20638	834	527	13.85386	52.71457	0	DHL
15387	chrX:25020351-25021490	1139	527	13.85386	52.71457	0	DHL
15388	chr19:58400654-58401320	666	527	11.24798	52.70875	0	DHL
15389	chr20:3780906-3781589	683	527	11.24798	52.70875	0	DHL
1539	chr18:9137447-9140902	3455	1000	41.63139	713.52264	0	DHL
15390	chr16:11249166-11250291	1125	526	8.98606	52.68885	0	DHL
15391	chr17:8015987-8016888	901	526	11.91910	52.67235	0	DHL
15392	chr19:18044428-18045682	1254	526	11.91910	52.67235	0	DHL
15393	chr3:88031571-88032605	1034	526	11.91910	52.67235	0	DHL
15394	chr1:13727919-13730823	2904	526	8.45320	52.62971	0	DHL
15395	chr11:102287243-102289112	1869	526	8.45320	52.62971	0	DHL
15396	chr6:156790667-156791928	1261	525	7.39557	52.59629	0	DHL
15397	chr22:50481196-50482497	1301	525	10.78672	52.56741	0	DHL
15398	chr13:40777289-40777699	410	525	10.38362	52.51059	0	DHL
15399	chr7:155490506-155491773	1267	525	10.38362	52.51059	0	DHL
154	chr11:65960778-65963371	2593	1000	87.49338	858.10425	1	DHL
1540	chr16:18798965-18802314	3349	1000	64.33758	713.41675	0	DHL
15400	chr20:25862828-25863958	1130	524	13.14017	52.43218	0	DHL
15401	chr16:89061388-89063706	2318	524	12.06479	52.40118	0	DHL
15402	chr17:8226319-8227682	1363	523	11.36278	52.39861	0	DHL
15403	chr8:28402337-28403322	985	523	11.36278	52.39861	0	DHL
15404	chr12:53420779-53421728	949	523	9.05377	52.39564	0	DHL
15405	chr15:76994826-76996089	1263	523	9.05377	52.39564	0	DHL
15406	chr2:201068020-201069536	1516	523	9.05377	52.39564	0	DHL
15407	chr3:114004980-114006223	1243	523	9.05377	52.39564	0	DHL
15408	chr4:38318709-38319662	953	523	9.05377	52.39564	0	DHL
15409	chr6:27823236-27824115	879	523	9.05377	52.39564	0	DHL
1541	chr22:38502634-38507342	4708	1000	64.33758	713.41675	0	DHL
15410	chr14:105481043-105481711	668	523	7.17783	52.36092	0	DHL
15411	chr5:107386586-107388832	2246	523	8.63894	52.34893	0	DHL
15412	chr7:155609802-155610796	994	523	8.63894	52.34893	0	DHL
15413	chr11:121426764-121427857	1093	523	11.79666	52.32833	0	DHL
15414	chr19:18428815-18429972	1157	523	11.79666	52.32833	0	DHL
15415	chr2:27262441-27263578	1137	523	11.79666	52.32833	0	DHL
15416	chr6:31817399-31817827	428	523	11.79666	52.32833	0	DHL
15417	chr8:115452415-115452998	583	523	8.03821	52.31328	0	DHL
15418	chr10:119489504-119489978	474	522	7.82174	52.29595	0	DHL
15419	chr15:31301865-31303420	1555	522	9.02563	52.28196	1	DHL
1542	chr1:32651082-32653640	2558	1000	62.51717	713.27356	0	DHL
15420	chr19:55276496-55277742	1246	522	9.02563	52.28196	0	DHL
15421	chr11:14907440-14907931	491	522	10.88304	52.23354	0	DHL
15422	chr5:158811927-158813684	1757	522	9.77222	52.21654	0	DHL
15423	chr5:159049575-159051370	1795	522	9.77222	52.21654	0	DHL
15424	chr14:103763544-103765169	1625	522	8.48079	52.20755	0	DHL
15425	chr5:148808896-148809960	1064	522	8.35811	52.20253	0	DHL
15426	chr1:145096927-145097370	443	522	13.94571	52.20047	0	DHL
15427	chr4:146349607-146350536	929	522	13.94571	52.20047	0	DHL
15428	chr5:180208391-180208936	545	522	13.94571	52.20047	0	DHL
15429	chr7:75359118-75359875	757	522	13.94571	52.20047	0	DHL
1543	chr21:25733059-25737655	4596	1000	67.28585	713.19653	0	DHL
15431	chr10:68296158-68297566	1408	521	10.46508	52.15762	0	DHL
15432	chr1:179129202-179130288	1086	521	9.42637	52.12032	0	DHL
15433	chr14:91377008-91378364	1356	521	9.42637	52.12032	0	DHL
15434	chr19:17382528-17383781	1253	521	9.42637	52.12032	0	DHL
15435	chr9:104772715-104775628	2913	521	9.42637	52.12032	0	DHL
15436	chr8:122840036-122841278	1242	521	7.68501	52.11811	0	DHL
15437	chr1:28926405-28928762	2357	520	9.26699	52.09075	0	DHL
15438	chr11:67276801-67277597	796	520	8.33172	52.08330	0	DHL
15439	chr12:120640903-120641904	1001	520	13.87621	52.04019	0	DHL
1544	chr16:1309958-1312285	2327	1000	63.53918	713.12469	0	DHL
15440	chr18:13501104-13503455	2351	520	7.03514	52.01916	0	DHL
15441	chr8:134718823-134721417	2594	520	7.03514	52.01916	0	DHL
15442	chr17:7445064-7446265	1201	520	11.01635	52.00461	0	DHL
15443	chr2:240997967-240998650	683	520	11.01635	52.00461	0	DHL
15444	chr5:50553230-50554526	1296	520	11.01635	52.00461	0	DHL
15445	chr8:8893675-8894258	583	520	11.01635	52.00461	0	DHL
15446	chr6:35728201-35729149	948	519	7.55734	51.96479	0	DHL
15447	chr10:30701131-30702156	1025	519	9.86395	51.94451	0	DHL
15448	chr13:33785966-33788120	2154	519	9.86395	51.94451	0	DHL
15449	chr19:1074981-1075540	559	519	9.86395	51.94451	0	DHL
1545	chr2:32007701-32010073	2372	1000	63.53918	713.12469	0	DHL
15450	chr6:106097296-106098913	1617	519	9.86395	51.94451	0	DHL
15451	chr8:2630608-2633786	3178	519	9.86395	51.94451	0	DHL
15452	chr1:206562892-206563843	951	519	9.53489	51.94057	0	DHL
15453	chr15:90987548-90989251	1703	519	8.67068	51.93190	0	DHL
15454	chrX:38879912-38881102	1190	519	13.82767	51.92795	0	DHL
15455	chr3:78034986-78035871	885	518	10.38511	51.89397	0	DHL
15456	chr5:55176119-55177128	1009	518	10.38511	51.89397	0	DHL
15457	chr8:22704448-22705568	1120	518	10.38511	51.89397	0	DHL
15458	chrX:118527828-118528809	981	518	10.38511	51.89397	0	DHL
15459	chr17:28737718-28739414	1696	518	9.06653	51.87655	0	DHL
1546	chr2:3574428-3579429	5001	1000	63.53918	713.12469	0	DHL
15460	chr2:200700635-200703261	2626	518	10.37599	51.86382	0	DHL
15461	chr2:177633935-177635150	1215	518	10.55011	51.80885	0	DHL
15462	chr2:60841082-60842166	1084	518	10.55011	51.80885	0	DHL
15463	chr6:100281090-100282097	1007	517	11.61022	51.79964	0	DHL
15464	chr5:158752411-158754214	1803	517	8.50920	51.78627	0	DHL
15465	chr12:57210592-57212222	1630	517	8.02904	51.74450	0	DHL
15466	chr16:50806358-50806689	331	517	8.02904	51.74450	0	DHL
15467	chr5:95730755-95732158	1403	517	12.85529	51.72199	0	DHL
15468	chr9:92406280-92406947	667	516	9.31433	51.69349	0	DHL
15469	chr12:116803442-116804210	768	516	8.87908	51.68558	0	DHL
1547	chr8:95267955-95271019	3064	1000	63.53918	713.12469	0	DHL
15470	chr7:18590069-18590954	885	516	7.69879	51.67921	0	DHL
15471	chr8:80144219-80149909	5690	516	5.34358	51.65628	0	DHL
15472	chr18:38941017-38942009	992	516	12.55390	51.65019	0	DHL
15473	chr22:30606727-30607207	480	516	13.09744	51.61994	0	DHL
15474	chr7:1086814-1087546	732	515	11.08956	51.58229	0	DHL
15475	chr5:80191767-80194329	2562	515	9.58987	51.55303	0	DHL
15476	chr13:46369725-46375413	5688	514	7.10605	51.47195	0	DHL
15477	chr22:39437202-39438225	1023	514	10.63896	51.46458	0	DHL
15478	chr9:105250466-105252662	2196	514	9.89809	51.46204	0	DHL
15479	chr2:72915794-72918295	2501	514	13.62675	51.46071	0	DHL
1548	chr2:135873514-135877093	3579	1000	56.32863	713.12042	0	DHL
15480	chr5:35743445-35745634	2189	514	12.73695	51.42390	0	DHL
15481	chr14:73237445-73238659	1214	514	12.20500	51.42198	0	DHL
15482	chr14:22822403-22823742	1339	513	8.94469	51.38809	0	DHL
15483	chr16:154242-154920	678	513	8.94469	51.38809	0	DHL
15484	chr19:35224836-35225517	681	513	8.94469	51.38809	0	DHL
15485	chr20:40741685-40742714	1029	513	8.94469	51.38809	0	DHL
15486	chr9:34522469-34523015	546	513	8.94469	51.38809	0	DHL
15487	chr13:99334497-99336407	1910	513	7.73764	51.36388	1	DHL
15488	chr4:152662641-152664377	1736	513	7.73764	51.36388	0	DHL
15489	chr11:826763-827709	946	513	11.91728	51.32219	0	DHL
1549	chr16:667438-669741	2303	1000	73.01954	713.11182	0	DHL
15490	chr1:87150875-87152514	1639	512	8.91689	51.27592	0	DHL
15491	chr20:64082953-64084268	1315	512	11.20045	51.26571	0	DHL
15492	chr19:10566218-10566631	413	512	8.26314	51.23649	0	DHL
15493	chr3:197509920-197510506	586	512	8.26314	51.23649	0	DHL
15494	chr5:181051239-181051794	555	512	8.26314	51.23649	0	DHL
15495	chr6:12605716-12606418	702	512	8.26314	51.23649	0	DHL
15496	chr7:147197071-147197942	871	512	8.26314	51.23649	0	DHL
15497	chr9:137673103-137674821	1718	512	8.26314	51.23649	0	DHL
15498	chr12:127083378-127083971	593	512	12.93159	51.21156	0	DHL
15499	chr13:113724992-113725348	356	511	11.62318	51.17335	0	DHL
155	chr7:155297809-155301709	3900	1000	53.06369	857.87457	0	DHL
1550	chr17:34960523-34963261	2738	1000	58.46214	713.02045	0	DHL
15500	chr2:97748299-97749021	722	511	11.62318	51.17335	0	DHL
15501	chr4:71186629-71187245	616	511	11.62318	51.17335	0	DHL
15502	chr10:128062247-128063960	1713	511	9.64694	51.16788	0	DHL
15503	chr19:40274612-40275648	1036	511	10.73188	51.12512	0	DHL
15504	chr2:26411908-26412765	857	511	10.73188	51.12512	0	DHL
15505	chr20:57324650-57325778	1128	511	8.73722	51.10113	0	DHL
15506	chr11:119148633-119149842	1209	510	9.30854	51.09098	0	DHL
15507	chr6:156987607-156989117	1510	510	9.30854	51.09098	0	DHL
15508	chr8:129819844-129820260	416	510	9.30854	51.09098	0	DHL
15509	chr22:35728689-35730231	1542	510	10.32366	51.07114	0	DHL
1551	chr20:38961026-38963562	2536	1000	59.73964	712.97943	0	DHL
15510	chr7:1938647-1941123	2476	510	10.32366	51.07114	0	DHL
15511	chr11:78045917-78046416	499	510	9.15259	51.07049	0	DHL
15512	chr4:85606692-85607681	989	510	7.47779	51.04980	0	DHL
15513	chr5:143228775-143231372	2597	510	7.47779	51.04980	0	DHL
15514	chr1:19643550-19644132	582	510	12.85023	51.00996	0	DHL
15515	chr7:55556573-55559576	3003	509	6.42478	50.99362	0	DHL
15516	chr7:3301190-3301531	341	509	12.29761	50.98415	0	DHL
15517	chr8:127725868-127726233	365	509	4.64779	50.97910	0	DHL
15518	chr6:6583586-6584107	521	509	10.68287	50.97187	0	DHL
15519	chr17:45172331-45173277	946	509	11.31695	50.95579	0	DHL
1552	chr13:97431771-97434014	2243	1000	51.00349	712.93384	0	DHL
15520	chr19:19224791-19225882	1091	509	11.31695	50.95579	0	DHL
15521	chr6:90284171-90287556	3385	509	8.56868	50.94653	0	DHL
15522	chr1:148039243-148039673	430	509	13.71328	50.94074	0	DHL
15523	chr1:32539015-32539615	600	509	13.71328	50.94074	0	DHL
15524	chr10:17228014-17229085	1071	509	13.71328	50.94074	0	DHL
15525	chr11:31813423-31814473	1050	509	13.71328	50.94074	0	DHL
15526	chr12:16602876-16605387	2511	509	13.71328	50.94074	0	DHL
15527	chr13:18423262-18423809	547	509	13.71328	50.94074	0	DHL
15528	chr14:105593758-105594185	427	509	13.71328	50.94074	0	DHL
1553	chr17:17279045-17282207	3162	1000	51.00349	712.93384	0	DHL
15530	chr3:130002679-130003168	489	509	13.71328	50.94074	0	DHL
15531	chr5:178859633-178860630	997	509	13.71328	50.94074	0	DHL
15532	chr6:57047887-57048891	1004	509	13.71328	50.94074	0	DHL
15533	chr8:126318688-126319530	842	509	13.71328	50.94074	0	DHL
15534	chr8:7355002-7355485	483	509	13.71328	50.94074	0	DHL
15535	chr6:32166303-32167064	761	508	9.73584	50.89039	0	DHL
15536	chr9:123353972-123354662	690	508	9.73584	50.89039	0	DHL
15537	chr16:30399658-30400982	1324	508	10.86119	50.88885	0	DHL
15538	chr6:1611764-1614178	2414	508	10.86119	50.88885	0	DHL
15539	chr1:66349160-66350567	1407	508	8.95596	50.86765	0	DHL
1554	chr7:97970872-97973005	2133	1000	51.00349	712.93384	0	DHL
15540	chr11:73217829-73218749	920	508	10.24477	50.81137	0	DHL
15541	chr18:69469359-69469943	584	508	10.24477	50.81137	0	DHL
15542	chr6:118864062-118865372	1310	508	10.24477	50.81137	0	DHL
15543	chr1:9960654-9961486	832	507	7.93983	50.79865	0	DHL
15544	chr7:94049467-94050517	1050	507	7.24464	50.79339	0	DHL
15545	chr13:30803062-30803535	473	507	8.52959	50.78011	0	DHL
15546	chr17:3535185-3536167	982	507	8.52959	50.78011	0	DHL
15547	chr19:6489213-6490315	1102	507	8.52959	50.78011	0	DHL
15548	chr3:16896076-16898234	2158	507	8.52959	50.78011	0	DHL
15549	chr5:140284380-140285410	1030	507	8.52959	50.78011	0	DHL
1555	chr1:183470237-183474227	3990	1000	67.92423	712.68353	0	DHL
15550	chr6:28952629-28953355	726	507	13.31534	50.72784	0	DHL
15551	chr6:146857642-146858044	402	507	10.03432	50.71953	0	DHL
15552	chr8:60791605-60792809	1204	507	6.89262	50.71432	0	DHL
15553	chr12:53047489-53048033	544	506	11.93294	50.69238	0	DHL
15554	chr1:42951078-42954391	3313	506	8.77211	50.68750	0	DHL
15555	chr16:68266931-68269739	2808	505	10.75342	50.55797	0	DHL
15556	chr3:71725509-71725920	411	505	12.39249	50.54562	0	DHL
15557	chr2:143819336-143820674	1338	505	9.46692	50.51369	0	DHL
15558	chr5:77972444-77973559	1115	504	10.93114	50.46197	0	DHL
15559	chr7:2138241-2139328	1087	504	10.93114	50.46197	0	DHL
1556	chr2:10444871-10448403	3532	1000	67.92423	712.68353	0	DHL
15560	chr17:80663661-80665484	1823	504	8.99637	50.46086	0	DHL
15561	chr2:68764198-68765334	1136	504	7.65353	50.43650	0	DHL
15562	chr21:14541786-14542999	1213	504	7.65353	50.43650	0	DHL
15563	chr8:140838991-140840228	1237	504	6.84350	50.42552	0	DHL
15564	chr19:50421542-50423059	1517	504	9.76785	50.40535	0	DHL
15565	chr2:442816-444140	1324	504	10.70351	50.40392	0	DHL
15566	chr4:77193115-77194502	1387	503	8.43803	50.38797	0	DHL
15567	chr10:124354708-124355424	716	503	8.83561	50.38579	0	DHL
15568	chr2:213237120-213238450	1330	503	8.83561	50.38579	0	DHL
15569	chr2:136206894-136207392	498	503	7.74228	50.36453	0	DHL
1557	chr1:23524679-23532109	7430	1000	55.62799	712.64636	0	DHL
15570	chr10:27319347-27320393	1046	503	11.56853	50.35797	0	DHL
15571	chr12:56206829-56208133	1304	502	8.16816	50.27540	0	DHL
15572	chr12:6913936-6915561	1625	502	8.16816	50.27540	0	DHL
15573	chr6:12051660-12053473	1813	502	8.16816	50.27540	0	DHL
15574	chr19:42113636-42114571	935	502	8.80814	50.27513	0	DHL
15575	chr1:24743423-24744628	1205	502	8.28583	50.26543	0	DHL
15576	chr10:93062061-93062911	850	502	13.39964	50.21400	0	DHL
15577	chr12:16605480-16607707	2227	502	13.39964	50.21400	0	DHL
15578	chrX:33434148-33434694	546	502	13.39964	50.21400	0	DHL
15579	chr7:145845049-145846536	1487	501	7.39824	50.13939	0	DHL
1558	chr6:26536337-26540203	3866	1000	55.62799	712.64636	0	DHL
15580	chr1:29236538-29237383	845	501	11.03813	50.13905	0	DHL
15581	chr11:130165043-130166738	1695	501	11.03813	50.13905	0	DHL
15582	chr22:49970874-49971904	1030	501	11.03813	50.13905	0	DHL
15583	chr18:13437524-13439291	1767	501	6.10585	50.12555	0	DHL
15584	chr11:128551295-128554346	3051	501	9.52165	50.12480	0	DHL
15585	chr20:62837803-62839575	1772	501	8.63195	50.11086	0	DHL
15586	chr15:84734673-84735787	1114	500	9.19071	50.06708	0	DHL
15587	chr17:45311736-45313148	1412	500	9.19071	50.06708	0	DHL
15588	chr19:5987497-5988005	508	500	9.19071	50.06708	0	DHL
15589	chr2:143158029-143160201	2172	500	9.19071	50.06708	0	DHL
1559	chr9:114609685-114614800	5115	1000	75.06618	712.55408	0	DHL
15590	chr2:38535831-38536650	819	500	9.19071	50.06708	0	DHL
15591	chr3:119937104-119938107	1003	500	9.19071	50.06708	0	DHL
15592	chr8:129825985-129826637	652	500	9.83196	50.02827	0	DHL
15593	chr9:131735178-131737882	2704	500	9.83196	50.02827	0	DHL
15594	chr16:29591514-29593808	2294	500	11.44970	50.02479	0	DHL
15595	chr17:42049950-42050718	768	500	11.44970	50.02479	0	DHL
15596	chr19:38527995-38528884	889	500	11.44970	50.02479	0	DHL
15597	chr4:26828439-26830530	2091	500	11.44970	50.02479	0	DHL
15598	chr9:134286253-134287498	1245	499	10.18224	49.99056	0	DHL
15599	chr10:62079331-62080645	1314	499	7.75754	49.92703	0	DHL
156	chr12:98592869-98596287	3418	1000	78.91235	857.62531	0	DHL
1560	chr19:35757121-35759890	2769	1000	57.68921	712.40186	0	DHL
15600	chr1:9950522-9951078	556	498	8.84539	49.86407	0	DHL
15601	chr1:85027430-85027908	478	498	7.85062	49.85763	0	DHL
15602	chr20:33810629-33811111	482	498	7.85062	49.85763	0	DHL
15603	chr5:124056538-124058701	2163	498	7.85062	49.85763	0	DHL
15604	chr6:34655669-34656865	1196	498	7.85062	49.85763	0	DHL
15605	chr10:313183-315246	2063	498	9.60774	49.84193	0	DHL
15606	chr12:68236372-68237241	869	498	9.60774	49.84193	0	DHL
15607	chr20:36835180-36837404	2224	498	9.60774	49.84193	0	DHL
15608	chr15:31359661-31361576	1915	498	7.42931	49.80493	0	DHL
15609	chr19:15419346-15419883	537	498	8.42805	49.80208	0	DHL
1561	chr8:38994579-38999487	4908	1000	63.34587	712.38245	0	DHL
15610	chr20:4720862-4721338	476	498	8.42805	49.80208	0	DHL
15611	chr20:49619934-49621580	1646	498	8.42805	49.80208	0	DHL
15612	chr7:44309394-44310272	878	498	8.42805	49.80208	0	DHL
15613	chr8:57420682-57421111	429	498	8.42805	49.80208	0	DHL
15614	chr11:60923996-60925015	1019	497	12.64297	49.79973	0	DHL
15615	chr12:2944728-2945336	608	497	12.92356	49.79018	0	DHL
15616	chrX:123764225-123765720	1495	497	10.70603	49.77924	0	DHL
15617	chr18:50309621-50310352	731	497	10.10443	49.73466	0	DHL
15618	chr4:101698803-101699960	1157	497	10.10443	49.73466	0	DHL
15619	chr4:153222271-153223791	1520	497	10.10443	49.73466	0	DHL
1562	chr1:165767599-165770407	2808	1000	61.59645	712.37085	0	DHL
15620	chr13:62209155-62210287	1132	497	6.96249	49.70709	0	DHL
15621	chr1:145215077-145215502	425	496	13.48085	49.68829	0	DHL
15622	chr1:145287220-145287965	745	496	13.48085	49.68829	0	DHL
15623	chr1:228635168-228635821	653	496	13.48085	49.68829	0	DHL
15624	chr1:94246937-94248337	1400	496	13.48085	49.68829	0	DHL
15625	chr10:116741853-116742607	754	496	13.48085	49.68829	0	DHL
15626	chr11:129279687-129280233	546	496	13.48085	49.68829	0	DHL
15627	chr12:15631055-15631711	656	496	13.48085	49.68829	0	DHL
15628	chr14:105773244-105774780	1536	496	13.48085	49.68829	0	DHL
15629	chr16:30194513-30194933	420	496	13.48085	49.68829	0	DHL
1563	chr1:957537-961997	4460	1000	69.37060	712.14777	0	DHL
