Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
O94776	MTA2	Metastasis-associated_protein_MTA2_OS=Homo_sapiens_OX=9606	745517592	628612610	712723822	677721264	682637282	742479228	515820280	517693645	506616515	657701233	552520495	571057569	556630616	534753122	507462819	582567089	605392355	583154474
P40926	MDH2	"Malate_dehydrogenase,_mitochondrial_OS=Homo_sapiens_OX=9606"	3969936291	3883384897	4006119592	7409145049	7340358085	7292983130	3701372873	3746867075	3933770080	7585625506	8009742026	7656346158	5527443895	5182508727	5462167195	10681734640	10396042490	10820024089
P47756	CAPZB	F-actin-capping_protein_subunit_beta_OS=Homo_sapiens_OX=9606	1105846823	1141489623	1120686229	1404543072	1319838361	1314174054	1122847731	1130463116	1064223964	1462355222	1300787181	1349344711	1242330828	1287076441	1254194841	1605717039	1641037609	1671272406
Q14498	RBM39	RNA-binding_protein_39_OS=Homo_sapiens_OX=9606	643319164	611954731	643607585	572646975	616477194	585525690	580966243	561586955	530174085	666689571	600265177	651516444	562546696	525961003	569126667	519767149	499550442	494281099
O75955	FLOT1	Flotillin-1_OS=Homo_sapiens_OX=9606	549266598	576677729	613449255	491037984	595249969	562036204	670228026	644663673	637114322	602343034	613525616	578416516	737622181	742058943	734140266	727732533	729961509	726235065
A3KN83	SBNO1	Protein_strawberry_notch_homolog_1_OS=Homo_sapiens_OX=9606	172275095	188898706	205698041	318759297	286332159	303563926	198643687	183279550	189574935	261423444	300482135	298181080	187902642	163252070	174106019	213395842	272484583	271793602
P35749	MYH11	Myosin-11_OS=Homo_sapiens_OX=9606	10000	10000	667299	10000	10000	10000	10000	10000	1812635	10000	10000	363591	5063681	3108390	2709912	4942317	4772501	4205203
Q9BY44	EIF2A	Eukaryotic_translation_initiation_factor_2A_OS=Homo_sapiens_OX=9606	484459363	545122070	507841753	550346742	494299430	531595053	481967064	563750227	593323494	491919773	460260388	517294256	530957568	509640740	531820708	553543929	571261127	571193536
P09104	ENO2	Gamma-enolase_OS=Homo_sapiens_OX=9606	33099736	36865897	40228549	21461949	10883814	8563620	43317618	39468777	37060547	25487389	32606289	32153285	50305888	39894931	54956184	46278090	25679225	24380665
P07996	THBS1	Thrombospondin-1_OS=Homo_sapiens_OX=9606	272435141	283623853	264839790	232317427	248008035	244851937	210513257	203825094	201825479	212521537	222354616	216335082	308581991	276995060	287459779	270872086	258755683	263024083
Q9Y263	PLAA	Phospholipase_A-2-activating_protein_OS=Homo_sapiens_OX=9606	219044529	220208078	216552056	216283288	230450289	210994598	201395712	199269525	167216354	194183351	182110572	233967629	185794022	200098380	194139677	186414229	164405122	159200004
O43847	NRDC	Nardilysin_OS=Homo_sapiens_OX=9606	226901382	213510636	206926250	185800843	206058359	220399607	216774694	249645932	210658214	227802064	211320951	222813527	195737121	198105867	201697712	153162544	159061977	154093657
O94915	FRYL	Protein_furry_homolog-like_OS=Homo_sapiens_OX=9606	155435250	169330060	174398251	238373390	201996180	223699122	227061651	205473763	216842783	221981753	212781826	202399962	193044251	175939270	205113295	226531891	235025935	225043198
A0FGR8	ESYT2	Extended_synaptotagmin-2_OS=Homo_sapiens_OX=9606	180379948	187206997	204479281	202377368	188502355	193169148	184665560	182213111	187884276	195768521	171365284	183579920	244608321	263415460	250786231	236466627	238849396	236796001
O14974	PPP1R12A	Protein_phosphatase_1_regulatory_subunit_12A_OS=Homo_sapiens_OX=9606	483810518	458480482	505713641	423830408	418332902	395136989	440736220	388294168	388028709	369588567	394453587	374146346	465889733	470397858	448810491	463451388	449784150	447523419
Q9UGP8	SEC63	Translocation_protein_SEC63_homolog_OS=Homo_sapiens_OX=9606	286294316	316034647	287398247	317299358	313817326	314715225	299108885	289637795	282145066	290246322	292307454	283717284	404762308	417718404	428556211	384535943	374394233	389035117
O00154	ACOT7	Cytosolic_acyl_coenzyme_A_thioester_hydrolase_OS=Homo_sapiens_OX=9606	1363932987	1341180969	1351611279	1138466761	1184882419	1165714513	1149370232	1186098341	1154694634	1270292769	1183240243	1247264366	1259354207	1227155319	1289516150	1106191967	1110670429	1154775153
Q09028	RBBP4	Histone-binding_protein_RBBP4_OS=Homo_sapiens_OX=9606	855914468	882344181	873088223	1051177460	1009073968	1083729725	924772452	907113601	851672062	1172476149	996232302	1157277655	945998182	902817822	889414988	1120809042	1167585990	1145862583
Q15003	NCAPH	Condensin_complex_subunit_2_OS=Homo_sapiens_OX=9606	1371270803	956097022	1407631313	642440536	1172521810	674037406	407807774	390113922	321225099	354747962	674880726	499182209	412798731	294801794	276229906	477604047	492642060	439755500
Q14997	PSME4	Proteasome_activator_complex_subunit_4_OS=Homo_sapiens_OX=9606	240015877	268134533	271274251	207152939	288950602	252554488	244982832	241337863	244569841	289977100	269387073	279389542	250781755	228843760	224482813	243886119	209249734	209729769
O60256	PRPSAP2	Phosphoribosyl_pyrophosphate_synthase-associated_protein_2_OS=Homo_sapiens_OX=9606	346051919	351414267	340422008	525678265	487218207	521491301	330339045	312720076	347720103	529749934	581420891	525504040	392058098	379999446	350361374	630734982	620983741	640701305
Q15269	PWP2	Periodic_tryptophan_protein_2_homolog_OS=Homo_sapiens_OX=9606	174518061	172143131	144171212	205246477	182581937	195587774	142074140	146853483	131113988	176851539	148578908	145307160	157693572	161424598	143750668	125728081	143201965	139693789
P09972	ALDOC	Fructose-bisphosphate_aldolase_C_OS=Homo_sapiens_OX=9606	230067392	6490382273	6033719906	2704145690	2318651968	2516248647	11152159855	11062161148	13097267175	401732027	3257115624	2514186272	8513191750	10897635349	10220899865	636721995	625089691	616321900
Q14571	ITPR2	"Inositol_1,4,5-trisphosphate_receptor_type_2_OS=Homo_sapiens_OX=9606"	110261536	114905605	110618022	139426524	147968755	128289717	90059544	84616590	68183406	126455744	74194783	123421545	92441123	93581379	113624753	105269624	125673202	116904637
Q14966	ZNF638	Zinc_finger_protein_638_OS=Homo_sapiens_OX=9606	326499228	383493734	343773430	329117363	260620765	272524612	377635112	363518828	358788158	293771934	299412211	308872518	292772097	283030110	304294122	282560402	290328433	289791752
Q9NSD9	FARSB	Phenylalanine--tRNA_ligase_beta_subunit_OS=Homo_sapiens_OX=9606	1093155980	1154928198	1144594089	1187703808	1176072641	1159297800	1251648921	1263369471	1254093813	1155129022	1115193635	1153809347	1053201422	1062734184	1055034966	1088384656	1068086699	1072345534
Q9Y450	HBS1L	HBS1-like_protein_OS=Homo_sapiens_OX=9606	225991672	264338945	242979837	298135043	279379426	286463437	299262859	264033907	265453926	329834418	274781186	290738323	280578171	280951470	288455038	275731305	240587929	245762664
P52888	THOP1	Thimet_oligopeptidase_OS=Homo_sapiens_OX=9606	359455832	266405570	223053157	250113080	254933262	254433641	264002824	273401766	266268960	362020267	285106867	271716538	217294559	310094870	200706327	242681229	257126870	249847845
Q16698	DECR1	"2,4-dienoyl-CoA_reductase,_mitochondrial_OS=Homo_sapiens_OX=9606"	381440090	383564339	367148547	668239642	672261368	665311973	348773398	346137939	335981321	669430114	626781751	609842492	524411844	538961940	544068862	906134481	920671407	934325492
P08779	KRT16	"Keratin,_type_I_cytoskeletal_16_OS=Homo_sapiens_OX=9606"	72849233	98559175	90866605	144725914	141908275	147658929	110237891	118902291	112753475	96249328	113966553	87765827	114015677	105837497	108668339	99769782	89668496	89108919
P36578	RPL4	60S_ribosomal_protein_L4_OS=Homo_sapiens_OX=9606	3701793998	3721852131	3777014963	4133084803	3762652804	3848665722	3611131615	3645025655	3639889933	3907027557	4169343357	3938624250	3748294809	3459880131	3410893720	3293070107	3154803466	3257911624
P42345	MTOR	Serine/threonine-protein_kinase_mTOR_OS=Homo_sapiens_OX=9606	155062371	171264998	174295690	173818079	180695728	170066011	164922694	159093898	163678471	208111657	186738901	157249698	163706451	189728828	151782801	194581195	193659071	205814622
Q13409	DYNC1I2	Cytoplasmic_dynein_1_intermediate_chain_2_OS=Homo_sapiens_OX=9606	196144568	192375144	203249955	157007969	141349121	157469011	202878721	176017675	229559588	133124313	147247417	182739263	281733293	190943875	189662761	202497520	204345526	191222833
Q92609	TBC1D5	TBC1_domain_family_member_5_OS=Homo_sapiens_OX=9606	1151848369	1139320441	1260408688	863661764	697004983	699756039	970775952	974977152	983373189	774851640	951208514	833422455	1279889592	1333393507	1357896665	951411916	879913422	863503104
P14598	NCF1	Neutrophil_cytosol_factor_1_OS=Homo_sapiens_OX=9606	455769652	404969486	433745306	506610047	517733048	545561526	344049767	332633848	350380702	533330343	468679979	496927221	455400542	432524338	446245810	562676101	554269683	543975057
Q9UJZ1	STOML2	"Stomatin-like_protein_2,_mitochondrial_OS=Homo_sapiens_OX=9606"	469175981	477806548	514340530	457533079	457330990	466225181	484257331	470875618	456968341	394547348	538559104	423261806	665433847	601641073	563045735	607462939	614366012	599710074
Q8IX12	CCAR1	Cell_division_cycle_and_apoptosis_regulator_protein_1_OS=Homo_sapiens_OX=9606	1376741089	1437485506	1400868356	1135646062	1128997475	1168853447	1377337055	1532389885	1504806633	1118942617	993901708	1022137022	1520560690	1532951286	1520850899	1065862962	1046313992	1097171524
P62191	PSMC1	26S_proteasome_regulatory_subunit_4_OS=Homo_sapiens_OX=9606	293232626	306303375	298113933	407696655	387112365	393859889	284110989	266295327	294930335	460588076	438208621	426709447	305912902	263920351	277374207	406517507	385785149	409339459
Q9H2P0	ADNP	Activity-dependent_neuroprotector_homeobox_protein_OS=Homo_sapiens_OX=9606	192659198	217229403	245110158	231018295	211148584	224969306	198210695	197786627	191661072	185096129	195484707	208844155	179547556	180737799	172700040	172870510	156178277	159401162
Q96RS6	NUDCD1	NudC_domain-containing_protein_1_OS=Homo_sapiens_OX=9606	385192194	386422617	340472190	452962923	472326316	491351212	335135319	298395844	291000801	499048526	496920324	507571906	280955208	283706263	277689137	469390958	444685353	442013745
Q9BW92	TARS2	"Threonine--tRNA_ligase,_mitochondrial_OS=Homo_sapiens_OX=9606"	284982927	278128255	298946045	289257745	322551414	290656843	311446600	289105615	284749365	290777147	329502599	274959200	387049186	379089114	366075166	404311852	411904737	437599742
Q5VT52	RPRD2	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_2_OS=Homo_sapiens_OX=9606	63954003	81574789	77355460	75415574	62109608	70252036	148542930	139131865	158439749	125090415	119698741	119205845	109805881	114062704	123602114	103792122	107808783	107734790
P46060	RANGAP1	Ran_GTPase-activating_protein_1_OS=Homo_sapiens_OX=9606	737990533	759645738	681661531	744780796	606310568	708345848	880174303	874735716	971371399	814636982	758633437	797837732	659020284	729870753	744685502	639029478	678778637	676080613
P11908	PRPS2	Ribose-phosphate_pyrophosphokinase_2_OS=Homo_sapiens_OX=9606	141422573	115872388	110615580	110289800	146746692	124568916	107669150	135014789	118198964	129575201	179699260	159279907	114384434	142650633	129476699	177452659	178270996	161690615
P31350	RRM2	Ribonucleoside-diphosphate_reductase_subunit_M2_OS=Homo_sapiens_OX=9606	462505299	522888288	524791273	590451511	608265575	611202345	567264957	576969383	588175702	595234418	548518041	606994831	265635355	244520986	267677591	331444063	318046090	347933088
Q9H6R4	NOL6	Nucleolar_protein_6_OS=Homo_sapiens_OX=9606	123574613	135199479	133044642	112952441	119410271	113399286	126440803	116267476	133182109	105591551	130874035	146184348	123787049	127753613	112894042	116768387	90932755	87731870
P48444	ARCN1	Coatomer_subunit_delta_OS=Homo_sapiens_OX=9606	785978696	924423006	917428357	966845731	849687830	875484408	866832219	868229901	876942831	807473370	852586500	799250198	941004618	930581077	901036400	836695618	801622034	795880136
O15355	PPM1G	Protein_phosphatase_1G_OS=Homo_sapiens_OX=9606	694129029	717908726	693812338	780864436	692019136	786873879	863903039	841789373	818211695	1020050624	701237592	786855570	645485382	726631025	719781902	807149194	714584841	715459691
O15144	ARPC2	Actin-related_protein_2/3_complex_subunit_2_OS=Homo_sapiens_OX=9606	1655433753	1482796696	1531732986	1932407360	1979911010	1937630821	1427248918	1448243297	1396132217	2152763450	2179526517	2116284876	1867090081	1778534337	1906539955	2542984251	2361152047	2460716698
P22087	FBL	rRNA_2'-O-methyltransferase_fibrillarin_OS=Homo_sapiens_OX=9606	966765894	917558224	858766371	1000105907	971878942	981537673	729704952	741835534	723764629	921789516	841842278	918890639	688129811	621431144	634375621	702057048	696557298	690106839
Q9Y3P9	RABGAP1	Rab_GTPase-activating_protein_1_OS=Homo_sapiens_OX=9606	213114205	212808312	208141246	239460972	228692258	236316050	177248329	157361020	168151974	193515980	182628819	190318938	239275535	223226235	242634523	240250749	225689203	238538718
Q9Y512	SAMM50	Sorting_and_assembly_machinery_component_50_homolog_OS=Homo_sapiens_OX=9606	766748909	698228938	740852610	697716474	726378340	743027242	639839599	730706817	714930128	833978545	771944453	777671007	796998305	845711299	843563114	807049036	831161307	811454703
P51692	STAT5B	Signal_transducer_and_activator_of_transcription_5B_OS=Homo_sapiens_OX=9606	145887808	165340443	156280536	197488523	187773984	183429435	169724805	148586391	147321350	213195642	202643801	203212834	194062716	196949504	224462115	205382112	199738685	211821116
O95861	BPNT1	"3'(2'),5'-bisphosphate_nucleotidase_1_OS=Homo_sapiens_OX=9606"	440834651	456693638	462174464	621627317	602498936	605807051	544128248	548404845	553564423	741263437	738467301	710886907	442134591	448309500	440141981	792406014	779809656	782966702
P23396	RPS3	40S_ribosomal_protein_S3_OS=Homo_sapiens_OX=9606	4827190020	5119832127	4723891901	5351198927	5194016703	5190873804	5205491482	4984649850	5025531988	5262622858	5061236883	5124362445	4146953886	4048891557	4103199325	4450244221	4439241870	4413922254
Q9NYF8	BCLAF1	Bcl-2-associated_transcription_factor_1_OS=Homo_sapiens_OX=9606	282864313	242749860	279709086	189679609	277180747	239957458	318499265	333073798	311733291	322539365	289874174	282590798	289251557	285181556	274620277	196631731	213538173	207934923
P50440	GATM	"Glycine_amidinotransferase,_mitochondrial_OS=Homo_sapiens_OX=9606"	438971208	360685336	403806905	316317850	367306147	329466646	281454290	321679678	324255607	344216763	344549336	315695868	473351082	466181685	497227955	607555512	637448671	629550109
P24534	EEF1B2	Elongation_factor_1-beta_OS=Homo_sapiens_OX=9606	503197774	535585963	501850836	691686652	739229952	706658107	501036006	499545867	481488444	817403516	797295334	812869167	443383684	406046747	423811913	685180962	685747564	584601798
Q99615	DNAJC7	DnaJ_homolog_subfamily_C_member_7_OS=Homo_sapiens_OX=9606	416626723	409230445	393481845	488842888	525538150	463494660	398275829	386902760	369427220	512529530	449848301	481774788	380277469	369613694	383099393	433461273	410053042	426398705
Q7Z3K3	POGZ	Pogo_transposable_element_with_ZNF_domain_OS=Homo_sapiens_OX=9606	105778312	175972026	240768622	138761868	158157804	151153863	180584879	159855898	194507345	184057519	133456201	118350249	193554268	192653713	125545846	172337076	190624738	180641125
O15042	U2SURP	U2_snRNP-associated_SURP_motif-containing_protein_OS=Homo_sapiens_OX=9606	395178574	399721334	425535870	498564183	471184544	481412492	439300257	467638681	477284392	539486834	513167215	531785728	383088992	361379285	385341046	409650210	380616989	395021114
Q5JRX3	PITRM1	"Presequence_protease,_mitochondrial_OS=Homo_sapiens_OX=9606"	309557515	338507677	364050609	368401177	332255073	353389742	310299266	337656990	354898017	328828041	297562413	293979716	332742697	346269939	344298854	418935441	394347959	386859190
O15270	SPTLC2	Serine_palmitoyltransferase_2_OS=Homo_sapiens_OX=9606	256899787	295326456	210527281	237463782	235512143	227876979	277270185	274317857	300920513	233692723	235727225	225189381	383625342	391724192	425949539	351404564	277509903	283271404
Q9Y613	FHOD1	FH1/FH2_domain-containing_protein_1_OS=Homo_sapiens_OX=9606	85092332	101625256	91980067	90392037	79630876	90398723	94617567	95137048	103864363	66525637	73354458	93021395	138575764	109066585	111785496	118455280	96827611	86373597
Q96HE7	ERO1A	ERO1-like_protein_alpha_OS=Homo_sapiens_OX=9606	385293872	427063337	462736727	538197066	538141237	544413218	444685028	434205080	425412151	605940499	616635680	577942457	666490034	609590462	606291786	867123887	871469150	880769930
P22059	OSBP	Oxysterol-binding_protein_1_OS=Homo_sapiens_OX=9606	221875338	227361091	236393049	242315767	224840802	234951406	235124630	234910807	225084205	242854394	246461900	248897869	260349613	258543105	262413930	258485491	258012730	250788712
Q9H4L5	OSBPL3	Oxysterol-binding_protein-related_protein_3_OS=Homo_sapiens_OX=9606	145073867	137342036	126699754	144394922	163605076	163904028	140245563	129990746	133625197	152935334	121245555	129658226	116865397	143857706	122683303	115130022	128781859	132245096
